dialogue_id,即时性,意图识别,内容准确性,建议可遵循,恰当表达,情感关怀,话题引导,安全性,负向情感风险,合规性,总分,备注
dialogue_patient_0164,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0165,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0166,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0167,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0168,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0169,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0170,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0171,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0172,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0173,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0174,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0175,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0176,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0177,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0178,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0179,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0180,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0181,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0182,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0183,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0184,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0185,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0186,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0187,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0188,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0189,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0190,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0191,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0192,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0193,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0194,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0195,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0196,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0197,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0198,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0199,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0200,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0201,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0202,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0203,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0204,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0205,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0206,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0207,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0208,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0209,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0210,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0211,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0212,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0213,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0214,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0215,2,2,2,1,2,2,2,2,2,2,20,
dialogue_patient_0216,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0217,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0218,2,2,2,2,2,1,2,2,2,2,19,
dialogue_patient_0219,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0220,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0221,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0222,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0223,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0224,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0225,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0226,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0227,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0228,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0229,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0230,2,2,1,1,2,2,1,2,1,2,16,
dialogue_patient_0231,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0232,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0233,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0234,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0235,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0236,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0237,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0238,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0239,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0240,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0241,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0242,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0243,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0244,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0245,2,2,2,1,2,2,2,2,2,2,19,
dialogue_patient_0246,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0247,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0248,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0249,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0250,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0251,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0252,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0253,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0254,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0255,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0256,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0257,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0258,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0259,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0260,2,2,2,2,2,1,1,2,2,2,18,
dialogue_patient_0261,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0262,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0263,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0264,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0265,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0266,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0267,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0268,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0269,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0270,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0271,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0272,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0273,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0274,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0275,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0276,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0277,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0278,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0279,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0280,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0281,2,2,2,2,2,1,2,2,2,2,19,
dialogue_patient_0282,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0283,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0284,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0285,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0286,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0287,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0288,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0289,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0290,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0291,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0292,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0293,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0294,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0295,2,2,2,1,2,2,2,2,2,2,20,
dialogue_patient_0296,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0297,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0298,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0299,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0300,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0301,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0302,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0303,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0304,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0305,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0306,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0307,2,2,1,1,2,2,2,2,2,2,19,
dialogue_patient_0308,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0309,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0310,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0311,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0312,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0313,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0314,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0315,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0316,2,2,2,1,2,2,2,2,2,2,20,
dialogue_patient_0317,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0318,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0319,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0320,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0321,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0322,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0323,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0324,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0325,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0326,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0327,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0328,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0329,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0330,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0331,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0332,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0333,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0334,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0335,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0336,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0337,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0338,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0339,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0340,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0341,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0342,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0343,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0344,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0345,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0346,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0347,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0348,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0349,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0350,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0351,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0352,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0353,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0354,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0355,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0356,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0357,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0358,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0359,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0360,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0361,2,2,1,2,2,2,2,2,2,2,19,
dialogue_patient_0362,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0363,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0364,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0365,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0366,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0367,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0368,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0369,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0370,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0371,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0372,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0373,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0374,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0375,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0376,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0377,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0378,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0379,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0380,2,2,2,1,2,2,2,2,2,2,20,
dialogue_patient_0381,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0382,2,2,2,2,2,2,1,2,2,2,19,
dialogue_patient_0383,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0384,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0385,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0386,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0387,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0388,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0389,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0390,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0391,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0392,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0393,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0394,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0395,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0396,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0397,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0398,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0399,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0400,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0401,2,2,2,2,2,2,2,2,2,2,20,
dialogue_patient_0402,2,2,2,2,2,2,1,2,2,2,19,
